Account,Demo_Type,Demo_Result,Error_Message,01_RTL,02_SYN,03_GATE,Cycle_Time,Latency,Syn_Area,Submiss_Date,Submiss_Time
DCS064,after-class,PASS,02_SYN Error,O,X,NaN,10,NaN,NaN,2024/03/29,10:38:22
