Account,Error_Message,01_RTL,02_SYN,03_GATE,Cycle_Time,Latency,Syn_Area,Submiss_Date,Submiss_Time
DCS064,No_Error,O,O,O,6.0,7969.0,180582.187839,2024/06/17,15:45:15
