Account,Demo_Result,Error_Message,01_RTL,02_SYN,03_GATE,Cycle_Time,Latency,Syn_Area,Submiss_Date,Submiss_Time
DCS064,PASS,No_Error,O,O,O,5,0,336790.943758,2024/05/16,17:35:32
