Account,Demo_Result,Error_Message,01_RTL,02_SYN,03_GATE,Performance,Cycle_Time,Latency,Syn_Area,Submiss_Date,Submiss_Time
DCS064,PASS,No_Error,O,O,O,O,10,10000.0,299593.327167,2024/04/26,16:26:46
